Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas681               Pavarde681                 2         8         3        10         9        10         1         5         1         4         8         7         1         5         9         9
Vardas682               Pavarde682                 8         9         5         6         5         3         2         9         7         1         3         6         8         9         7         3
Vardas683               Pavarde683                 4         8         2         9         6         3         4        10         2         5         3         1         6         5         3         6
Vardas684               Pavarde684                 1         5         4         8         2         5         5         8         3         5         5         6         5         6         9         9
Vardas685               Pavarde685                 9         1         4         7         3         7         6         8         9         2         5         3         1         8         3         2
Vardas686               Pavarde686                 8         4         6         9         8         7        10         7         4         9         6         6         9         5        10        10
Vardas687               Pavarde687                 6         5        10         1         2         6         8         7         7         7         9         9         6         2         1         6
Vardas688               Pavarde688                 6         6         6         2         5         1         1         4         8         7         7         4         2         6         1         4
Vardas689               Pavarde689                 2         5         9         5         9         4         9         9        10         3         5        10         3         1         2         9
Vardas690               Pavarde690                 2         3         9        10         7         9         9         2        10         4         1         3         6         8         1         8
Vardas691               Pavarde691                 6        10        10         8         6         4         8         3         7         8         4         7         7         2         4         1
Vardas692               Pavarde692                 1         1         9         1        10         2         5         1         7         3         4         4         7         1         9         5
Vardas693               Pavarde693                 9        10        10         3         2         2         5         4         5         4         4         8         3         5        10         3
Vardas694               Pavarde694                 1         2         7         3        10         3         2         6         5         1         7         3         3         3        10         1
Vardas695               Pavarde695                 3         3        10         6         4         2         7         2         4         4         5         8         1         4         7         8
Vardas696               Pavarde696                 7        10         8         4         9         8         5         6         2        10         6         5         9         9         5         2
Vardas697               Pavarde697                 1         5         1         8         4         1         8         4         6         6         9         1         6         8         6         4
Vardas698               Pavarde698                 6         7         7         3         6         5         5         3         8         4         9         9         9         4         6         1
Vardas699               Pavarde699                 1        10         3         8         1         4         8         5         7         6         9         2         2         8         6         2
Vardas700               Pavarde700                 6        10         9         4         3         1         9         6         3         5         1         2        10         5         8         2
Vardas701               Pavarde701                 6        10         5         6         9         7         4         1         5         7         5         4         9        10         8        10
Vardas702               Pavarde702                 8         2         9         3         4         6         3         8         3         3         7        10         1         8         5         7
Vardas703               Pavarde703                 6         3         6         4         2         8         7         9         5         6         1         1         3         4         3         9
Vardas704               Pavarde704                 2         9         8         9         5        10         2         3        10         6        10         5         9         7         1         2
Vardas705               Pavarde705                 2         5         3         7         8         1         5        10         7        10         7        10         6         9         2         2
Vardas706               Pavarde706                 4         3        10         5         4         1         2         6         3         2         5         2         5         4         5         2
Vardas707               Pavarde707                 5         6         1         2         1         4        10         6         4         4         8         1         8         3         5         3
Vardas708               Pavarde708                 6         5         4         5         6         6         7         9         6         5        10         6         3         9         2         7
Vardas709               Pavarde709                 7         8         9         4         4         4         3         3         8         9         8         1         6         8         7         5
Vardas710               Pavarde710                 7         5        10         5         2         1         8         7         3         5         9         6         6         7        10         2
Vardas711               Pavarde711                 5        10         6         5         7         8         8         6        10         8         9         9        10         6         5         4
Vardas712               Pavarde712                 1         5         8         8         8         2         6         9         8         9         3         8         1         2         5         8
Vardas713               Pavarde713                 1         5         4         9         9         6         6         2         2        10         9        10         1         2         8         9
Vardas714               Pavarde714                 3         7         7         5         1         9         5         9         1         2         8         3         6         2        10         8
Vardas715               Pavarde715                 10         5         6        10         9         6         1        10         6         4         7        10         2         2         9         5
Vardas716               Pavarde716                 9         8         2         3         9         6         3         8        10         5         5        10         8         7         1         8
Vardas717               Pavarde717                 2        10        10         8         9         3         7         9         3         8         1         9         9         2         3         3
Vardas718               Pavarde718                 6         7        10         1         8         4         9         4         3         6         1         1         9         4         1         6
Vardas719               Pavarde719                 6         5         5         7         9         1         1         7         5        10         8         1         8         6         3         3
Vardas720               Pavarde720                 2         2         8         1         4        10         9         4         9         3         1         8         9         3         9         8
Vardas721               Pavarde721                 1        10         3         9         3         4         8        10         1        10         4         4         5         8         1         3
Vardas722               Pavarde722                 1         9         8         5         9         1         6         9         2         5        10         8         3         4         8         2
Vardas723               Pavarde723                 10         9         7        10         5         7         4         9         4         3         2         4        10         9         8         2
Vardas724               Pavarde724                 4         6         5         2         3         5         8         4         5         1         4        10         5         6         9         2
Vardas725               Pavarde725                 10         5         2         6         6         3         7         3         6         5         9         7         6         8         6         1
Vardas726               Pavarde726                 2         2         2         1         9         8         7         3         3         4         6         5         2         8         9         2
Vardas727               Pavarde727                 9         2        10         4         9         9         4         4         4         2         6         5         3         2         2         1
Vardas728               Pavarde728                 7         4         5         5         9         9         5        10         2        10         8         9         4         2         7         8
Vardas729               Pavarde729                 6         4        10         1         8         1         3         7         3         2         6        10         6         9         8         2
Vardas730               Pavarde730                 8         5         6        10         2         6         4         5         4         9         2        10        10         8         3         6
Vardas731               Pavarde731                 8         2         4         2        10         1         9         3         2         1         8         5         9         9         8         3
Vardas732               Pavarde732                 1         8         2         6         1         9         7         4         1         3         9         8         8         7         8         5
Vardas733               Pavarde733                 9         4         3         9         5         1         5         8        10         6         7         5         3         9        10         7
Vardas734               Pavarde734                 10         8         2         3         8         3         7         5         3         4        10         5         6         9        10         4
Vardas735               Pavarde735                 4         5         1         1         9         1         6         9         1         8         7         2         2         8         1         6
Vardas736               Pavarde736                 1         4         6         1         3         8         4         9         9         4        10         9         4         8         7         8
Vardas737               Pavarde737                 5         7         7         8         6         3         3         3         4        10         1         7         1         7         7         2
Vardas738               Pavarde738                 4         5         6         4         7         5         7         1         1         1        10         8         2         6         6         5
Vardas739               Pavarde739                 2         8        10         4         8         9         9         8         5         2         2         9         6         2         6         2
Vardas740               Pavarde740                 7        10         5         8         3         4         2         4         9         9         8         2         7         2         4         5
Vardas741               Pavarde741                 10         1         1         5         8         9         5         2        10         8         9        10         6         5         8         5
Vardas742               Pavarde742                 2         3         1         5         9         1         3         2         9        10         6         7         4         1         3         7
Vardas743               Pavarde743                 9         6         9        10         2         1         9         2         9         9         9         5         1         8         8         4
Vardas744               Pavarde744                 3         4         3         1         8         1        10         4         9         7         3        10         7         5         9         2
Vardas745               Pavarde745                 2         6         4         9         9         4         2         3         6         9         3         4         4         9         5         9
Vardas746               Pavarde746                 5         4         2         5         8        10         3         8         3         1         1        10         9         8         5         4
Vardas747               Pavarde747                 1         9         1         8         8         1         9         2         7         8         6        10         5         8        10        10
Vardas748               Pavarde748                 10         7         1         6         3         4         5         6         1         7         3         2         2         2         3         8
Vardas749               Pavarde749                 9         9        10         4         5         7         1         1        10         1         4         4         9         9         2         7
Vardas750               Pavarde750                 1         1         1         9         9        10         4         6         5         7         2         2         4         2         4         3
Vardas751               Pavarde751                 4         9         5         8        10         6         9         7         1         4         4         6         7         1         1         2
Vardas752               Pavarde752                 5         9         4         2         2         1         6         7         5         5         9         4         9         1         9         9
Vardas753               Pavarde753                 2         1         1         2         9        10         2         7         6         6         8         5         2         7         9         1
Vardas754               Pavarde754                 2         7         3         1         6         9         9         7         6         6         7         5         5         5         7         3
Vardas755               Pavarde755                 3         7         1         3        10         6         1         9        10         5         7         2         5         9         9         2
Vardas756               Pavarde756                 4         7         4         1         7         6        10         2         2         3         2         6         7         6         5         2
Vardas757               Pavarde757                 5         3         9         8         2         7         2         8         3         5         1         5         4         9         1         7
Vardas758               Pavarde758                 6        10        10         5         3         4         4         9         2         3         3         6         1         2         2         6
Vardas759               Pavarde759                 5         8         7         7         1        10         6         6         5         9         7         1         8        10         6         8
Vardas760               Pavarde760                 3         3         1         1         1         7         4         9         3         8         8         1         4         6         3         6
Vardas761               Pavarde761                 3         9         6         8         4         8         3         8         4         3        10         3         3         6         9         4
Vardas762               Pavarde762                 3         6        10         2         3         6         5         2         5         4         5         7         9         8         8         9
Vardas763               Pavarde763                 6         8         5         6         9         8         6         1        10         3        10         1         1         7         1         6
Vardas764               Pavarde764                 3         7         2         9         2         8         9         5         8         9         7         8         2         8         6         3
Vardas765               Pavarde765                 10         3         8         2         5         7         3         9         1         4        10         7         4         8         5         1
Vardas766               Pavarde766                 5         8         1         1         9         1         4         5         9         5         3         4         3         5         4         2
Vardas767               Pavarde767                 4         3         6         7         6        10         1         1         9         3         4         6         6         5         2         1
Vardas768               Pavarde768                 7         6         2         2         4         5         7         2         8         2         2         3        10         5         3         7
Vardas769               Pavarde769                 6         2         1         8        10         2         1         7         9         7         7         3         1        10         1         8
Vardas770               Pavarde770                 7         5         1        10         9        10         2         2         2         6         1         1         3         7         8         7
Vardas771               Pavarde771                 2         4         9         1         4         5         7         8         1        10         9         3         9        10         2         7
Vardas772               Pavarde772                 7         9         7         4         5         3         2         4         1         9         8         2         6         5         4         1
Vardas773               Pavarde773                 1         4         6         8         8         1         6         1         3        10         5         2         4         7         2         9
Vardas774               Pavarde774                 5         7         2         7         4         5        10         1         4         5         7        10         5         9         8         2
Vardas775               Pavarde775                 9         4         3         6         1         2         2         4         3         7         2         2         1         6         6         3
Vardas776               Pavarde776                 8         3         1         4         1         8         7        10         1         9         7         2         3         6         3         2
Vardas777               Pavarde777                 1         2         8         6         5         1         8         8         1         5         2         9         6         5         5         8
Vardas778               Pavarde778                 4         4         9         1         6         2         6         4         4         6         6         9         8         4        10         5
Vardas779               Pavarde779                 7         9         8         2         9         2         8         6         5         3         2         8         6         8         8         4
Vardas780               Pavarde780                 6         8         5         5         2         7         5         3         7         7         5         4         8        10         7         8
Vardas781               Pavarde781                 6        10         3         7         1         9         5         6         9         1        10         7         4         4         6         7
Vardas782               Pavarde782                 9         9         4        10         3         4         5         3         7        10         1         9         5         8         9         8
Vardas783               Pavarde783                 8         8         6         2         5         1         6         7         7         5         5         8         6         5         6         6
Vardas784               Pavarde784                 1         8         3         5         7         5         8         3         8         3         7         6         9        10         1         7
Vardas785               Pavarde785                 5         1         4         7         3         9         6         2         4         7         9         7         2        10         6        10
Vardas786               Pavarde786                 2         1         1         7         6         2         9         6         1         5        10         6         6         9         8        10
Vardas787               Pavarde787                 3         5         8         5         1         3        10         5         6         2         1         3         9         7         1         3
Vardas788               Pavarde788                 8         5        10         8         1         6        10         2         7         7         8         4        10         5         3         6
Vardas789               Pavarde789                 6         4         3         5         8         1        10         5         4         4         2         4         8        10         7         9
Vardas790               Pavarde790                 1        10         5         5        10         2         6         2         6         6         8         5         8         8         9         1
Vardas791               Pavarde791                 1        10         8         7         8         4         1        10         5         9         7         4         1        10        10         3
Vardas792               Pavarde792                 6         2         5         4         2        10         4         3         2         4         8         9         6         7         7         2
Vardas793               Pavarde793                 7         6        10        10         4        10         8         9         3         9         5         1         5         5         1         1
Vardas794               Pavarde794                 1         4         1         8         9         4         4         1         1         1         7         8         7         3         7         9
Vardas795               Pavarde795                 6         6         3         4         6         5         8         5        10         4         1         2         4         1         5         1
Vardas796               Pavarde796                 4         4         2         4         2         8         9         7         7         7         7         2        10         9        10         9
Vardas797               Pavarde797                 7         8        10         6         9         7         7         8         3         7         4        10         2         9         2         7
Vardas798               Pavarde798                 4        10         9         8         7         6         3         2         8         4         7         1         9         2         5         5
Vardas799               Pavarde799                 6         4         9         1         3         5         5         9         3         5         4        10         3         7         4         4
Vardas800               Pavarde800                 5         3         7         1         6         8         3         4         8         2         6         5        10         7         5         9
Vardas801               Pavarde801                 7         7         6         1        10         4         8         4         4         1         6         6         3         3        10         1
Vardas802               Pavarde802                 8         3         6        10        10         4         3         2         4         3         2         2         6         7         5        10
Vardas803               Pavarde803                 6         6         6         1         3         4         2        10         1         9         1         2         6         6        10         6
Vardas804               Pavarde804                 10        10         9         5        10         6         6         7         8         9         2        10         6         1         4         5
Vardas805               Pavarde805                 1         5        10         5         4         9         6        10         6         9         4         9         5        10         9         6
Vardas806               Pavarde806                 5         5         4         9         6        10         3         1         8        10        10         7         8         2         1        10
Vardas807               Pavarde807                 3         2         8         2         2         1         4         2         3         2        10         4         4        10         7         4
Vardas808               Pavarde808                 4         9         1         7         1         8         1         6         8         3         5         8         7         4         7         7
Vardas809               Pavarde809                 2         1         2         3         1         3         5         7         6         2         4         5        10         2        10         4
Vardas810               Pavarde810                 3         4         7         7         5         9         7         9         6         7         9         6         9         1         7        10
Vardas811               Pavarde811                 1         7         9         5         2         7         7         4         9         3         1         5         4         2         2         3
Vardas812               Pavarde812                 7         2         3         9         8         6         1         3         8         7         3         2         2         5         3        10
Vardas813               Pavarde813                 5         2         9         4         7         7        10         1         2         8         5         5        10         3         7         1
Vardas814               Pavarde814                 4         5         1         8         8         9         2         5         8         5         4         2         2         9         6         3
Vardas815               Pavarde815                 10         8         3        10         4         8         7         4         1         9         3         5         4         7         8         3
Vardas816               Pavarde816                 2         7         7         9         1         2        10         2         7         7         9         4         1         9         7         5
Vardas817               Pavarde817                 2         8        10         5         9         3         5         3         7         9         7         4         6         5         8         8
Vardas818               Pavarde818                 3         6         6         5         9         2        10         6         9         4         3         9         3         9         5         2
Vardas819               Pavarde819                 1         3         9         7         8         8         4         5         2         6        10         5         2         7        10         2
Vardas820               Pavarde820                 1         8         2         5        10         5         8         1         9         1         2         4         6         9         5         3
Vardas821               Pavarde821                 9         7         1         2         6         5         4         4         1         2        10         2         7         1        10         2
Vardas822               Pavarde822                 8         7         8         3         2         3         1         4         4         7         3         2         2         3         1         8
Vardas823               Pavarde823                 7         6         7         3         3         1        10         6         7         2         4         6         8         2         3         3
Vardas824               Pavarde824                 8         7         3         9         4         7         2         4        10        10         8         5         4         8         3         7
Vardas825               Pavarde825                 6         2         8         5         6         2         8        10        10        10         9         8         5        10         4         1
Vardas826               Pavarde826                 2        10        10         4         2         1         5         3         1        10        10         5         4         5         2         8
Vardas827               Pavarde827                 6         9        10         3         1         2         7         7         2         4         3         8         7         5        10         8
Vardas828               Pavarde828                 4         1        10         1         5         9         3        10         3         1         7        10         4         7        10        10
Vardas829               Pavarde829                 10         7         2         9         7         9         8         1        10         9         9         6        10         3        10         3
Vardas830               Pavarde830                 8         3         6         6         2         4         4         9         6         1         2         3         8         4        10         4
Vardas831               Pavarde831                 10        10         1         3         8         6         4         8         9        10         3         3         2         1        10         5
Vardas832               Pavarde832                 2         4         3         6         2        10         1         3         9         4         2         7         6         6         7         3
Vardas833               Pavarde833                 4         6         8         4         4         4        10         3         7         6         6         8         3         2         1         9
Vardas834               Pavarde834                 4         8         2         6         8        10         4         5         2         6         7         9        10         6        10         5
Vardas835               Pavarde835                 2         3         6         7         2         7         7         2         5         9         4         8         8         6         1        10
Vardas836               Pavarde836                 4        10         3        10        10         2         2         3         9         3         8         2         2         8         2         8
Vardas837               Pavarde837                 10         5         4         5         8         3         4         5         1         9         4         2         5         9         1         4
Vardas838               Pavarde838                 10         6         7         5         9         8         2         4         2         7         7         8         7         2         2         7
Vardas839               Pavarde839                 3         3         3         9         3        10         3         6         1         4         1        10         5         2         5         5
Vardas840               Pavarde840                 2         2         2        10         6         5         9         3         9         3         7         6         9         3        10         7
Vardas841               Pavarde841                 3         4        10         1         3         5         1         2         5        10         3         2         8         9        10        10
Vardas842               Pavarde842                 9         6        10         9         5         7        10         3         6         6         4         5         6         1         5         7
Vardas843               Pavarde843                 1         4         3         5         1         7         9         2         1         6         8         1         9         8         1         2
Vardas844               Pavarde844                 9         1         2        10         9         2         2         2         5         7         7        10         7         3         1         3
Vardas845               Pavarde845                 6         3         9         6         9         5         8         6         7         8         3         2        10        10         4         1
Vardas846               Pavarde846                 8         8         9         8         4         3         6        10         2         4         5         1         3         1         5         7
Vardas847               Pavarde847                 8         4         4         1         9         6         9        10         2        10         6         9         1         9         7         2
Vardas848               Pavarde848                 8         3         5         8        10         9         8         4         3         7         1         5         5         9         5         9
Vardas849               Pavarde849                 1         9         2         4         5         1         5        10         4         4         4         5         5         3         1        10
Vardas850               Pavarde850                 7         4         5         3         5         7         7         7         9         1         2         6         8        10         2         1
Vardas851               Pavarde851                 9         2         8         8         1         9         1         9         8         3        10         9         5         5         8         1
Vardas852               Pavarde852                 9         9         9         9         2         3         6         9         8         9         2         2         6         2         3         5
Vardas853               Pavarde853                 6         4         5         5         6         9         1         7         5         9         9         1         1         8         5         2
Vardas854               Pavarde854                 6         5         5         9         9         3         4         1         3         2         6         9         5         9         8         6
Vardas855               Pavarde855                 1         1         3         6         6         2         4         2         1         6         2         5         6         6         7        10
Vardas856               Pavarde856                 7         4        10         2         3         9         2        10         7         6         6         8         4         4         8         3
Vardas857               Pavarde857                 9         5         7         4         2         8         4         1         2         6         4         8         2         1         5         5
Vardas858               Pavarde858                 5        10         7         6         1         5         5        10         4         1         3         9         3         5         3         7
Vardas859               Pavarde859                 6         1         1         5         4         9         2         7         8         3         6         7         5         7         8         8
Vardas860               Pavarde860                 2         5         3        10         9         2         6         6         2         1         7        10         3         8         6         8
Vardas861               Pavarde861                 1         3         2         2         7         2         4        10         5         4         5         7         5         6         9         9
Vardas862               Pavarde862                 5         9         3         2         4         6         5         7         8         4         9         4         7         6         5         7
Vardas863               Pavarde863                 6         6         2         6         5         3         1         4        10        10         5         7         8         1         7         7
Vardas864               Pavarde864                 10         1         7         1         9         9         3         1         2         4         8        10         9        10         3         8
Vardas865               Pavarde865                 7         6         2         2         4         2        10         2        10         4         1         9         4         9         5         5
Vardas866               Pavarde866                 5         2         7         8         5         7         9         5         5         1         2         6         7         4         5        10
Vardas867               Pavarde867                 2         5         5         6         1        10         9         4         5         8        10         1         5         4         7         7
Vardas868               Pavarde868                 8         3         6         9         3         3         2         4         9         7         8        10         6         8         8        10
Vardas869               Pavarde869                 7         2        10         6         6         1         1         8         4         4         1        10         5        10         8         6
Vardas870               Pavarde870                 4         2         2        10         1         4         3        10         1         4        10         3         8         6         5         2
Vardas871               Pavarde871                 4         3        10         9         8         7         4         8         3         3         9         5        10         3         7         8
Vardas872               Pavarde872                 3         3         6         2         6         4         3         9         3         5         5         7        10        10         4         1
Vardas873               Pavarde873                 2         1         9         6         3         9         7         1         4         7         5         1         7         6         7         6
Vardas874               Pavarde874                 2         7         3         1         4         9         1         4         5         1         5         2         6         2         2         5
Vardas875               Pavarde875                 5         8         8         1         2         2         8         3         1         2         8         6        10         8         7         5
Vardas876               Pavarde876                 6         6         4         7         7         5        10         6         5         7         7         4         1         6         9         9
Vardas877               Pavarde877                 6         6         1         5         3         8         6         1         6         7         7         6         3         3         8         7
Vardas878               Pavarde878                 1        10         4         4         3         8         9         2         6         7        10         8         1         9         6        10
Vardas879               Pavarde879                 4         4         8         5         8         5         4         6         4        10         8         7         4         9         5         5
Vardas880               Pavarde880                 8         2         7         9         8         3         4         8         6         3         7         1        10        10         5         8
Vardas881               Pavarde881                 3         8         8         3         1         3         8         7         5         2         6         9         9         2        10         2
Vardas882               Pavarde882                 8         8         8         1         4         7         2         8        10         8         9         5         9         6         5         4
Vardas883               Pavarde883                 5        10         2        10        10         8         2        10         4         9         5         4         8         9         4        10
Vardas884               Pavarde884                 4         6         1         2         9        10         2         6         5         1         2         4         8         3         3         9
Vardas885               Pavarde885                 7         6         3         9         8         3         1         4         4         3         3         9         1         5         5         8
Vardas886               Pavarde886                 7         3         9        10         9         8         7         5         5         3         9         4         6         2         7         7
Vardas887               Pavarde887                 4         1         6         4         5         7         3        10         5         1         9         3         3         3         8         1
Vardas888               Pavarde888                 3         2         2         9         5         6         2         1         2         8         4         8         7         3         4         9
Vardas889               Pavarde889                 10        10         9         8         1         2         5        10         1         9         8         7         4         7         9         3
Vardas890               Pavarde890                 3         5         1         9         5         8         8        10         2         2         4         6        10        10        10         2
Vardas891               Pavarde891                 8         7         2         9         5         4         2         2         4         9         8         1         6         7         4         9
Vardas892               Pavarde892                 9         8         7         8         3         6        10         2         9         5         9         2         7         6         8         2
Vardas893               Pavarde893                 6         4         8         8         3        10         7         5        10         8         2         8         7         9         1         8
Vardas894               Pavarde894                 9         7         7         8         3         3         8         2         5         7         8         9         6         1         4         3
Vardas895               Pavarde895                 4        10         1         4        10         8         7         2         4         5         6         2         5         5         7         4
Vardas896               Pavarde896                 7         3         8         9         9         5         5         6         6         8         8         2         9         1         9         6
Vardas897               Pavarde897                 10         7         2         7         1        10         9         5         4         3         5         9         2         4         2         7
Vardas898               Pavarde898                 1         6         2         5         9         5         7         2         7         2         1         9         6         2         6         4
Vardas899               Pavarde899                 6         3         4         2         2         7        10         5         9        10         9         3         6         4         6        10
Vardas900               Pavarde900                 5         6        10        10         9         9         8        10         4         7        10         7         8         1         4        10
Vardas901               Pavarde901                 4         7         7         1         2         5         7         9         9         2         9         1         7         5         9         2
Vardas902               Pavarde902                 5         4         7        10         4         9         7         7         9         1         5         2        10         5         6         2
