Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas241               Pavarde241                 1         1         2         3         6         6         6         6         7         7         8         9        10        10        10         1         
Vardas756               Pavarde756                 1         1         2         2         4         5         5         7         8         9         9         9        10        10        10         1         
Vardas27                Pavarde27                  1         1         1         2         2         3         3         4         5         6         6         7         8         9        10         2         
Vardas11                Pavarde11                  1         2         2         2         2         4         4         4         5         6         6         7         7         8         8         2         
Vardas721               Pavarde721                 1         1         4         4         5         5         6         6         7         7         8         8         9        10        10         1         
Vardas333               Pavarde333                 2         3         3         4         4         4         6         6         6         7         8         9         9        10        10         1         
Vardas93                Pavarde93                  2         2         3         4         4         4         6         6         7         7         8         9         9         9        10         1         
Vardas717               Pavarde717                 1         2         4         4         5         5         5         6         7         7         8         9         9         9         9         1         
Vardas305               Pavarde305                 1         1         2         2         5         5         5         7         7         8         9         9         9        10        10         1         
Vardas697               Pavarde697                 1         1         1         1         1         3         4         4         5         7         7         7         8         8         8         2         
Vardas556               Pavarde556                 1         1         3         4         4         5         5         6         7         7         8         8        10        10        10         1         
Vardas530               Pavarde530                 1         2         3         3         4         4         5         6         7         7         8         9         9        10        10         1         
Vardas504               Pavarde504                 1         1         1         5         6         6         6         7         7         7         7         7         8         9        10         1         
Vardas704               Pavarde704                 2         3         4         4         5         5         5         6         6         7         7         7         8         9        10         1         
Vardas870               Pavarde870                 1         2         3         3         4         5         6         6         7         7         7         8         9         9        10         1         
Vardas974               Pavarde974                 1         2         3         5         5         5         5         6         7         7         7         7         8         9        10         1         
Vardas480               Pavarde480                 1         3         4         5         5         5         5         5         7         7         7         7         8         9         9         1         
Vardas201               Pavarde201                 1         1         1         1         2         2         3         3         3         6         6         6         8        10        10         2         
Vardas154               Pavarde154                 1         3         3         4         5         5         5         5         6         6         7         8         8        10        10         1         
Vardas307               Pavarde307                 1         3         3         4         4         5         5         5         6         6         7         8         9        10        10         1         
Vardas230               Pavarde230                 1         2         2         2         5         5         5         6         6         8         8         8         9         9        10         1         
Vardas541               Pavarde541                 1         1         1         2         2         5         6         6         7         8         8         9        10        10        10         1         
Vardas796               Pavarde796                 1         2         2         3         4         4         5         5         7         8         8         9         9         9        10         1         
Vardas162               Pavarde162                 1         1         1         1         2         2         3         3         5         6         6         7         7         7        10         2         
Vardas875               Pavarde875                 1         1         4         4         5         5         5         5         6         6         8         8         9         9         9         1         
Vardas104               Pavarde104                 1         1         2         2         2         2         3         5         8         9        10        10        10        10        10         1         
Vardas934               Pavarde934                 1         2         2         2         2         2         3         3         4         5         5         5         8         8         9         2         
Vardas226               Pavarde226                 1         1         1         1         3         3         5         7         7         8         9         9         9        10        10         1         
Vardas849               Pavarde849                 1         2         2         4         4         4         5         5         7         7         7         8         9         9        10         1         
Vardas191               Pavarde191                 1         3         3         3         4         5         5         6         6         6         7         8         9         9         9         1         
Vardas832               Pavarde832                 2         2         3         3         4         5         5         6         6         6         7         7         9         9        10         1         
Vardas178               Pavarde178                 1         1         2         3         4         4         5         6         7         7         8         8         9         9         9         1         
Vardas845               Pavarde845                 1         3         3         3         3         4         4         4         6         7         7         9         9        10        10         1         
Vardas482               Pavarde482                 2         3         4         4         4         4         5         5         6         6         6         7         8         9        10         1         
Vardas77                Pavarde77                  1         1         2         2         3         4         5         5         6         7         8         8        10        10        10         1         
Vardas894               Pavarde894                 1         3         3         4         4         5         5         5         6         6         7         8         8         8         9         1         
Vardas908               Pavarde908                 1         1         1         3         3         4         5         5         7         8         8         8         9         9        10         1         
Vardas593               Pavarde593                 1         1         2         2         4         5         5         5         5         7         8         8         9        10        10         1         
Vardas63                Pavarde63                  1         1         2         2         3         4         4         6         7         7         8         8         9        10        10         1         
Vardas774               Pavarde774                 1         1         2         4         5         5         5         6         6         6         7         8         8         9         9         1         
Vardas296               Pavarde296                 1         1         2         3         3         3         3         4         4         4         4         5         5         6        10         2         
Vardas360               Pavarde360                 1         2         3         4         4         4         5         6         6         6         7         7         7         9        10         1         
Vardas16                Pavarde16                  1         2         2         4         4         4         4         6         6         7         7         8         8         9         9         1         
Vardas734               Pavarde734                 1         2         2         3         4         4         5         6         6         6         8         8         8         9         9         1         
Vardas350               Pavarde350                 1         1         2         2         2         4         4         5         6         7         8         8        10        10        10         1         
Vardas131               Pavarde131                 1         2         2         3         3         3         4         5         6         7         7         8         9        10        10         1         
Vardas925               Pavarde925                 2         2         3         3         4         4         5         5         5         6         6         6         9         9        10         1         
Vardas573               Pavarde573                 1         1         4         4         4         5         5         5         6         6         6         7         7         9         9         1         
Vardas251               Pavarde251                 1         1         2         2         3         4         4         5         6         6         7         9         9        10        10         1         
Vardas981               Pavarde981                 1         2         2         2         2         4         5         5         5         6         8         8         9         9        10         1         
Vardas59                Pavarde59                  1         2         2         3         3         3         5         6         6         6         7         7         8         9        10         1         
Vardas736               Pavarde736                 1         1         1         1         3         4         5         6         6         6         8         8         9         9        10         1         
Vardas585               Pavarde585                 1         2         3         3         3         4         4         4         6         7         7         8         8         8        10         1         
Vardas967               Pavarde967                 1         2         2         2         4         4         4         5         6         7         7         7         8         8        10         1         
Vardas840               Pavarde840                 1         2         3         3         3         4         5         5         6         6         7         7         7         9         9         1         
Vardas859               Pavarde859                 2         2         2         3         4         4         4         4         5         5         7         7         8        10        10         1         
Vardas719               Pavarde719                 1         1         2         2         3         4         4         4         5         6         8         9         9         9        10         1         
Vardas805               Pavarde805                 2         2         2         3         3         3         4         4         5         7         7         8         8         9         9         1         
Vardas880               Pavarde880                 1         2         2         2         3         3         4         6         6         7         7         7         8         9         9         1         
Vardas44                Pavarde44                  3         3         3         3         4         4         5         5         5         6         6         6         7         8         8         1         
Vardas783               Pavarde783                 1         1         2         2         3         4         5         6         6         6         7         7         8         8         9         1         
Vardas644               Pavarde644                 1         1         2         3         3         4         4         5         5         5         6         7         9        10        10         1         
Vardas146               Pavarde146                 1         1         1         2         2         2         4         5         6         6         8         8         9        10        10         1         
Vardas567               Pavarde567                 1         1         2         3         3         3         4         5         6         6         6         7         8         9        10         1         
Vardas361               Pavarde361                 1         1         1         2         3         4         4         5         5         6         8         8         8         9         9         1         
Vardas731               Pavarde731                 1         1         2         2         3         4         4         4         5         5         6         8         9        10        10         1         
Vardas33                Pavarde33                  1         1         2         2         3         3         4         4         6         6         7         8         8         8        10         1         
Vardas109               Pavarde109                 1         1         1         1         2         2         3         4         4         7         8         9        10        10        10         1         
Vardas650               Pavarde650                 1         3         3         3         4         4         4         4         5         5         6         7         7         7         9         1         
Vardas610               Pavarde610                 1         1         2         2         2         3         4         5         5         6         7         8         8         8        10         1         
Vardas634               Pavarde634                 1         1         1         1         1         1         2         2         2         4         4         4         7         8         9         2         
Vardas102               Pavarde102                 1         2         2         3         3         3         4         4         5         6         6         7         8         8         9         1         
Vardas284               Pavarde284                 1         1         1         2         2         3         3         4         5         6         7         8         8         9        10         1         
Vardas301               Pavarde301                 1         1         1         3         3         4         5         5         5         5         6         6         7         8         9         1         
Vardas733               Pavarde733                 1         1         1         2         2         3         4         4         5         5         6         7         9         9        10         1         
Vardas652               Pavarde652                 1         1         1         2         2         3         3         4         4         6         7         7         8         9        10         1         
Vardas691               Pavarde691                 1         1         1         1         2         2         4         5         5         5         6         7         8        10        10         1         
Vardas490               Pavarde490                 1         1         2         2         2         3         3         5         5         6         7         7         7         8         9         1         
Vardas362               Pavarde362                 1         1         1         2         2         2         2         3         3         4         7        10        10        10        10         1         
Vardas152               Pavarde152                 1         2         2         2         2         3         3         4         4         5         6         7         8         9         9         1         
Vardas646               Pavarde646                 1         1         2         2         3         3         3         4         4         5         6         7         8         9         9         1         
Vardas707               Pavarde707                 1         1         2         2         2         2         2         2         5         6         6         7         7        10        10         1         
Vardas172               Pavarde172                 1         1         1         1         1         2         3         3         3         5         7         9         9         9        10         1         
Vardas903               Pavarde903                 1         1         1         2         3         3         3         4         4         4         5         7         8         9        10         1         
Vardas913               Pavarde913                 1         1         1         2         2         2         3         3         5         6         6         7         8         9         9         1         
Vardas369               Pavarde369                 1         1         1         1         1         2         2         3         4         5         7         7         8         9        10         1         
Vardas26                Pavarde26                  1         1         3         3         3         4         4         4         4         5         5         5         6         7         7         1
