Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas250               Pavarde250                 2         8         5         8         4         3         1         5         9         5         7         5         8         5         7         8
Vardas251               Pavarde251                 9         9         7         6         3         9         6         3         4        10         4         6         1         2         2         1
Vardas252               Pavarde252                 3         3         7         8         1         7         1         7         5         9         1         9         2         2         6         4
Vardas253               Pavarde253                 2         7         6         9         4         9         9         5        10         5         1         4        10         8         9         8
Vardas254               Pavarde254                 3         9         6         4         6         2         8         7         8         1         7         7         4         9         5         8
Vardas255               Pavarde255                 3         4         3         2        10         6         2         1         1         4         8         9         1         6         7         6
Vardas256               Pavarde256                 10         4         4         3         6         8         9         4        10         3         9        10         8         3         3        10
Vardas257               Pavarde257                 6         2         5         8         7         8         1         3         3         9        10         4         3         1         3         3
Vardas258               Pavarde258                 9         8        10         5         8         4         5         2         9         5         1         1         9         5         4         6
Vardas259               Pavarde259                 6         6         6         3         2         9         9         7         6        10         6         9         2         8         2        10
Vardas260               Pavarde260                 10        10         9         7         4         7         2         6         7         7         8        10         6         6         3         9
Vardas261               Pavarde261                 1        10         1        10         1         4         5         7         9         6         7         8         6         7         9         8
Vardas262               Pavarde262                 1         7         2         9         8         5         6         3         7        10         7         4         1         8         2         6
Vardas263               Pavarde263                 8         9         3         8         5         1         6         7         1         1         3         2         3         6         1         1
Vardas264               Pavarde264                 6         5         2         6         6         2         6         5         4         3         9         6        10         1         6         4
Vardas265               Pavarde265                 7         7         3         8         5         6         1         9         8         5         9        10         5         5         3         1
Vardas266               Pavarde266                 5         8         3         7         4        10         2         6         4         2         9         6        10         6         8         5
Vardas267               Pavarde267                 10         2         4        10         3         6         9         8         3         9         8         3        10         1         9         5
Vardas268               Pavarde268                 6         1         6         6         2         4         9         1         4         5         1         5         4         9         5         5
Vardas269               Pavarde269                 2         5         5         2         2         9         1         5         2         6         1         4         7         9         2         8
Vardas270               Pavarde270                 5         2        10         1         8         1         2         2         4         6         9         6         6        10        10         3
Vardas271               Pavarde271                 5         8         9         3         2        10         5         1         5         8         7         7         8         4         3         7
Vardas272               Pavarde272                 10         3         2         7         7         5        10         7         4         6         2         9         5         2         3         8
Vardas273               Pavarde273                 6         3         9         4         8         1         2         6         6         9         7         2         6         1         5        10
Vardas274               Pavarde274                 7         6         3        10         7        10         4         6         6        10         2         5         3         9         9         2
Vardas275               Pavarde275                 1         7        10         1         6         6         9         4         1         9        10        10         6         6         5         1
Vardas276               Pavarde276                 3         2        10        10         8         4         8         4         8         1         2         2         4         2         6         2
Vardas277               Pavarde277                 5         9         2         1         1         8         3         2         8         4         6         6         2         5         6         6
Vardas278               Pavarde278                 6         2         8         3         2         4         5         1        10        10         5         1         4         9         9         9
Vardas279               Pavarde279                 10         5         4         5         4         1         9         1         6         6         6         6        10         4         1         9
Vardas280               Pavarde280                 4         2         2         4         1         4         5         4         3         2        10         5         9        10         8         1
Vardas281               Pavarde281                 8         1         9         1         8         7         4         2         3         9        10         3         6         9         4         2
Vardas282               Pavarde282                 7        10         7         6         9         2         7         6         3         2         2        10         9         2         2         5
Vardas283               Pavarde283                 7         9         4         2         6         5         1         9         2         7         2         6         2         1         6         1
Vardas284               Pavarde284                 9         4         9         5         2         3         7         6         3         3         7         9         2         9         8         6
Vardas285               Pavarde285                 5         3         8         1         8         5         3         2        10         6         7         1         9         3         5         8
Vardas286               Pavarde286                 5         3         7         1         8         8         6         8         2        10         4         8         1         5         6         8
Vardas287               Pavarde287                 7         4         8         2         1         7         3         3         5        10         4         8         5         4         4         5
Vardas288               Pavarde288                 6         4         4        10         8         3         5         4         4         9         1         8         8         5         9        10
Vardas289               Pavarde289                 5         9         9         8         7         2         1        10         1         4         2         6         9         2         9         3
Vardas290               Pavarde290                 4         9         1         2        10         6         2         6         5         4         6        10        10         9         7         9
Vardas291               Pavarde291                 6         8         7         7         1         8         8         5        10         3         6         3         5         7         9         5
Vardas292               Pavarde292                 4         2         5         3         8         7         2        10         2         1        10        10         2         7         1         3
Vardas293               Pavarde293                 4         1         7        10         3        10         5         5         8         3        10         1        10         4         1         2
Vardas294               Pavarde294                 8         9         9         7         2         2         3         2        10         5         4         7         2         8         7         6
Vardas295               Pavarde295                 2         8        10         6         6         6         7         5        10        10        10         4         2         6         9         2
Vardas296               Pavarde296                 6         4         8         2         2         1        10         5         3         3         7        10        10         9         6         9
Vardas297               Pavarde297                 4         6         1         3         5        10         5         4         3         1         8         1         4        10         8         7
Vardas298               Pavarde298                 4         2        10         2         2         4         9        10         8         3         6         5         6         6         3         3
Vardas299               Pavarde299                 8        10         9        10         6         1         5         6         1         2         7         6         2         6         4         6
Vardas300               Pavarde300                 4         8        10         1         2         9         3         8         1         9         9         9         4         7         3         3
Vardas301               Pavarde301                 10         6         5         5         2         5        10         6         9         1         9         2         7         2         9         6
Vardas302               Pavarde302                 6        10         2         7         3        10         5         5         2         1        10         9         7        10         1         4
Vardas303               Pavarde303                 3        10        10         5         9         1         6         1         3         5         6         8         5         2         4         8
Vardas304               Pavarde304                 3         4         4        10         3         1         4         5         3         4         6         9         1         1         5        10
Vardas305               Pavarde305                 5         8         2         5         6         7        10         5         7        10         4         7         3         2         9         7
Vardas306               Pavarde306                 9         3         5         1         7         9         5         1         4         9         1         4         4         8         4         3
Vardas307               Pavarde307                 9         5         8         6         1         9        10        10         5         6         4         3         9         8         8         9
Vardas308               Pavarde308                 1         7        10         1         1         9         6         2         1         1         8         1         2         1        10        10
Vardas309               Pavarde309                 4         3         6         8         1         8         1         3         5        10         2        10        10         6         7         4
Vardas310               Pavarde310                 6         2         7         3        10         7         6         9        10         9         6         2         9         1         6         6
Vardas311               Pavarde311                 10         2         9         9         5         2         4         3        10         2         7         8         3         1         5         7
Vardas312               Pavarde312                 4         7        10         3        10         1         1         7         5         2         4         9         7         1         4         7
Vardas313               Pavarde313                 7         7         5         5        10         9         6         4         2         7         3         9         5         2        10         3
Vardas314               Pavarde314                 5         6         8         3         6         4        10         8         9         9         3         9         6         6         9         6
Vardas315               Pavarde315                 3         9         7         8         5        10        10         1        10         1         7         5         3         3         7         8
Vardas316               Pavarde316                 1        10         7        10         4         8         1         4         8         1         1         1         4         2         2         2
Vardas317               Pavarde317                 2         2         8        10         4         3         2         1         3         8         2         7         1         6         2         6
Vardas318               Pavarde318                 8         9         6         5         7         9         5         8         7         5         9         7         7        10         1         9
Vardas319               Pavarde319                 1        10         8         8        10        10         9         5         1         9         9         4        10         4         2         8
Vardas320               Pavarde320                 9         7         9         1         9         4         1         1         7         3         1         2         2         2         1         8
Vardas321               Pavarde321                 9         6         2         3         7         2         9         7         6         4         3         5         6         9         6         6
Vardas322               Pavarde322                 2         5         8         4         9         9         9         3         7         3         1         3         1         8         6         9
Vardas323               Pavarde323                 6         4         6         4         1         7         4         1         8         5         5        10         1         5         1         4
Vardas324               Pavarde324                 6         3        10        10         1         8         1         7         6         9         4         3         6         5         7         5
Vardas325               Pavarde325                 3         8         1         7         1         6         3        10         5         1         4         8         5         3         4         8
Vardas326               Pavarde326                 1         1         4         3         5         2         2        10        10         8         5        10         5         1        10         3
Vardas327               Pavarde327                 6         6         7         2         8         5         7         5         2         4         8         5         4         3        10         1
Vardas328               Pavarde328                 8         6         2         5         9         7         8         4         2         5         7         6         8         4         2         9
Vardas329               Pavarde329                 9         9         7         6         1        10         7         1         9         6         8         8         2         3         6         2
Vardas330               Pavarde330                 9         4         4         4         9         8         2         1         9         8         5         4         7         6         4        10
Vardas331               Pavarde331                 6         3         2         4         1         8         8         2         1         8         1         8         7        10         4         1
Vardas332               Pavarde332                 5         9         1        10         5         9         9        10         9         1         3         1         2         8         9         9
Vardas333               Pavarde333                 9         6         5         3         6         7        10         5         4         9         2         7         5        10         9         7
Vardas334               Pavarde334                 4         4         7         3         5         4         2        10         9         8         3         8         2         5         2        10
Vardas335               Pavarde335                 5         2         3         7        10        10         9         9         7         7        10         2         1         6        10         7
Vardas336               Pavarde336                 9         1         5         3         2         8         4         2         3         6         6         1         5         7         9         9
Vardas337               Pavarde337                 6         7         6         5         2         3         9        10         8         2         4         1         9         6        10         9
Vardas338               Pavarde338                 6         1         8         3         8         9         2         3         1         2         4         5         6        10         1         6
Vardas339               Pavarde339                 5        10         9         8         8         8         3         8         7         6         1         7        10         2         8        10
Vardas340               Pavarde340                 2         7         1         8         9         9         9         9        10         1        10         9         1         6         8         8
Vardas341               Pavarde341                 5         6         2         2         9         6         1         6         7         3         5         1         1         3         5         8
Vardas342               Pavarde342                 5        10         1         9         9         7         2        10         2        10         5         1         1         8         8         3
Vardas343               Pavarde343                 4         4         9         8        10         3         9         5         2         7         5         3         6         7         6         8
Vardas344               Pavarde344                 1         2         4         4        10        10         3         1         4         6         2         7         5         3         4         3
Vardas345               Pavarde345                 10         8         7        10         2         3         1         7         5        10         3         2         5         7         3         5
Vardas346               Pavarde346                 2         6         1         1         6         3         3         1         8         6         2        10         1         3         1         2
Vardas347               Pavarde347                 9        10         5         4         8         1         2         7         6         8        10         9         5         3         7         5
Vardas348               Pavarde348                 10         5         8         3         3         4         3         2         3         9         3         3         8         2         2         9
Vardas349               Pavarde349                 3         3         3         7         2         1         4         4         4         7         4         2         9         9         8         3
Vardas350               Pavarde350                 3         3         8         7         8         1         4         3         7         4         4         5        10         6        10         4
Vardas351               Pavarde351                 5         3         5         1         5         9         8         8         7         9         5        10         7         6         8        10
Vardas352               Pavarde352                 1         2         3         7         1        10         5         3        10         5         3         4         9         1         7         7
Vardas353               Pavarde353                 8         2        10        10         1         8        10         2         5         1         5         1         6         8         2         4
Vardas354               Pavarde354                 3         9        10         8         3         9         7         4         2         4         6         4         2         4         3         8
Vardas355               Pavarde355                 8         1         1         2        10         5         7         5         7         4         5        10         8         9         1         3
Vardas356               Pavarde356                 9         4         4         9         7         9         1         5         1         1         8         9         1         6         7         2
Vardas357               Pavarde357                 10         1         4         6         4         8         8         1        10         2         9         6         5         2         9         2
Vardas358               Pavarde358                 7         5         9         8         3         8         1         9         4         9         4         7         8         9         9         2
Vardas359               Pavarde359                 4         2        10         7         9         1         2         9         8         3         9         7         9         1         4         8
Vardas360               Pavarde360                 9         7         6         4         1         2         6         8         4         7         9         8         9         5         6         3
Vardas361               Pavarde361                 10         3         5         6         1         2         8        10         4         8         3         4         8         2         7         4
Vardas362               Pavarde362                 1         1         9        10         5         5         7         9         7         7         8         2         8         3         5         9
Vardas363               Pavarde363                 10         3         7         3         8         7         9        10         8         3         8         6         6         6         8         3
Vardas364               Pavarde364                 5        10         5        10         3        10         1         7        10         1         7         7         6         1         3         2
Vardas365               Pavarde365                 4         3         8         2         8         2         6         4         1         4         8         7         5         9         4         9
Vardas366               Pavarde366                 7         2         2         1         8         4         5        10         5         3         2         9         9         5         3         5
Vardas367               Pavarde367                 3         7         7         2         3         9         1        10         9         8         5         9         2         6         9        10
Vardas368               Pavarde368                 7         7         1         4         8         3         8        10         8         2        10         5         8         2         1         1
Vardas369               Pavarde369                 5         2         2         4         6         1         7         9         1         3         9         8         7         7         5         3
Vardas370               Pavarde370                 4         1         5         3         8         1         3         4         7         3         3         6         5         4         8         3
Vardas371               Pavarde371                 5         4         2         6         7         9         7         8         6         9         5         8         8        10         3         1
Vardas372               Pavarde372                 6         2         7         1         4         4         9         1         2         9         8         5         9         4         6         5
Vardas373               Pavarde373                 8         1         5         9         8        10         4         9        10         1         3         9         5         8         8         8
Vardas374               Pavarde374                 3         3         8         8         9        10         7         8         1         3        10         6         8         6         9         9
Vardas375               Pavarde375                 8         8         2        10         9         6         7         5         2         1        10         3         8         3         4         3
Vardas376               Pavarde376                 9         6         9         7         5         2         1         1         1         8        10         9         4         4         4         5
Vardas377               Pavarde377                 3         5         4         7         4         3         9         4         2         4         2         6         1         4         3         7
Vardas378               Pavarde378                 10         9         9         9         9         7         2         5         8         1         9         3         1         3         4         5
Vardas379               Pavarde379                 1         8         8         9         9        10         7         9         5         4         2         4         6         5         6         2
Vardas380               Pavarde380                 6         6         6         6         1         7         3         9         3         1         5         7         6         9         5         1
Vardas381               Pavarde381                 8         8         3         1        10         8        10         9         9         5         7         9         4         8         3         5
Vardas382               Pavarde382                 9         6         9         5         4         4         3         7         1         9         7         2         3         4         3        10
Vardas383               Pavarde383                 8         1         8         9         8        10         3         4         4        10         8         1         4         8         5         5
Vardas384               Pavarde384                 8         1         1         8         4         9         1         2        10         5         1         2         1         3         9         7
Vardas385               Pavarde385                 1         7         6         4         7        10         8         7         4         1         6         2         4         3         9         4
Vardas386               Pavarde386                 8         7         1         4         4        10         4        10         2         7         1         7         1         6         4         5
Vardas387               Pavarde387                 10         1         5         4         5         4         4         5         7         4         4         5         9         3         4         7
Vardas388               Pavarde388                 9         5         4         8         4         3         5         4         6         9         2         7         3         5         6         6
Vardas389               Pavarde389                 1         1         6         6        10         2         8         8         3         2         3         7         3         4         5         8
Vardas390               Pavarde390                 8         2         1         4        10         7         2         6         5         8         7         2         1         7         6         7
Vardas391               Pavarde391                 4         6         5         9        10         4         5         9         6         7         1         9         8         5        10         4
Vardas392               Pavarde392                 1        10         7         3         4         4         8         3         5         9         3         2         9         1         8         6
Vardas393               Pavarde393                 9         8         2         1         7         1         6         9         7         9         7         1         4         9         2        10
Vardas394               Pavarde394                 8         1         4         4         8         9         3         2         3         2         1         5         3         9         4         8
Vardas395               Pavarde395                 6         5         1         7         5         8         1         8        10         9         8         9         2        10         3        10
Vardas396               Pavarde396                 5        10         1         7         5         8         5         7         5         7         5         9        10         3         8         4
Vardas397               Pavarde397                 1         8        10         3         6         4         3         9         9        10         9         2         4         4         2         5
Vardas398               Pavarde398                 9         3         9         3         8         3         1         9         9        10         3         4         7         9         2         6
Vardas399               Pavarde399                 4         1         2         8         8         6         2        10         6         4         7         1         7         4         5         3
Vardas400               Pavarde400                 8        10         7         7         9         1         6         9         9        10         8         1        10         5         3         9
Vardas401               Pavarde401                 6        10        10         3         8        10         5         4         5         5         9         6         7         8         5         3
Vardas402               Pavarde402                 9         3         3         9         1         8         2         6         5         2         6         7        10         7         5         1
Vardas403               Pavarde403                 1         4         9         3         2         6        10         2         2         5         4        10         3         2         5         8
Vardas404               Pavarde404                 4         9         5         9         6         7         7        10         1         7        10         9         7         7         7         7
Vardas405               Pavarde405                 2         6         9         2         4         4         6         2         5         8         8         6         1         7        10         3
Vardas406               Pavarde406                 8         5         9         2         4        10         8         9         5        10         3         7         1         9         2         4
Vardas407               Pavarde407                 6         6         9         6         4         1         6         5         2         4         2        10         7         7         9         2
Vardas408               Pavarde408                 5         3         9         1         9         5         9         2         1         6         2         5         6         9        10         4
Vardas409               Pavarde409                 9        10         4         5         6         4         9         9         3         3         6         5        10         4         2         1
Vardas410               Pavarde410                 7         5         2         9         5         7         1        10        10         6         2        10        10         9         1         4
Vardas411               Pavarde411                 3         8         7         5         6         7         4         7         1         3         1        10         7         5         2         9
Vardas412               Pavarde412                 7         3        10         7         6         8         3         5         2         5         3         1         5         4         1         7
Vardas413               Pavarde413                 7         8         9         4        10         6         9         8        10         4         7         3         2         9         8         5
Vardas414               Pavarde414                 8        10         4         1         5        10        10         6         6        10        10         9         4         9         2         9
Vardas415               Pavarde415                 10         5         7         3         7         2         3        10         2         6         9         3         4         2         1         8
Vardas416               Pavarde416                 4         1         7         5         6         5         7         4         1         3         1         8         7        10         5         7
Vardas417               Pavarde417                 10        10         8         9         7         9        10         2         7         6         6         9         9         4         8         8
Vardas418               Pavarde418                 6         2        10         4        10         6         3         7         6         2         5         8         1         3         2        10
Vardas419               Pavarde419                 2         3         6         7        10         3         8         3         1         1         6         5         1         3         6         2
Vardas420               Pavarde420                 8         3         2         9         2         6         7         6        10         1         6         9         1         3        10         6
Vardas421               Pavarde421                 10         4         4         7        10         8         6         1         7         5        10         9         2         7         4         5
Vardas422               Pavarde422                 4         2         2         8         2         1         7         4         1         7         9         1         5         8         9         5
Vardas423               Pavarde423                 6         1         7         9         1         1         5         1        10         4         4         2         2         3         7         7
Vardas424               Pavarde424                 4         1         9         8        10         3         4         5        10         3         9         6         5         2         9         4
Vardas425               Pavarde425                 6         3         8         4         9         9         1         2         8         5         3         3         1         2         8         4
Vardas426               Pavarde426                 10         7         9         2         8         8         4         2         4         9         8         6         8         5         1         8
Vardas427               Pavarde427                 6         3         6         7         4         2        10         6         4         4         9         1         1         6         3         9
Vardas428               Pavarde428                 8         5         5         6        10         7         3         2         9         1         7         7         9        10        10         6
Vardas429               Pavarde429                 4         1         2         9         2         2         9         4         6         1         1        10         4         1         5         3
Vardas430               Pavarde430                 6         1         5         5         1         9        10         3        10         7         8         1         2        10         2         2
Vardas431               Pavarde431                 10         7         9         4         5         9         1         6         8        10         2         4        10         9         5         7
Vardas432               Pavarde432                 10         3         4         9         5         8        10         9         1         2        10         9         2         7         5         3
Vardas433               Pavarde433                 7         3         1         1         6         2         4        10         2         8         2         5        10         9         2         5
Vardas434               Pavarde434                 1         2         4         5         4         8         5         3         8         5         5         8         7         3         2         4
Vardas435               Pavarde435                 3        10         7         5         9         9         5         8         6         6         8        10         4         4         1         1
Vardas436               Pavarde436                 7         2         7         4         3         7         9         6         6         7        10         3         7         4         7         9
Vardas437               Pavarde437                 7         2         5         2        10         6         1         5         4        10         8         9         2         4         7         1
Vardas438               Pavarde438                 5         5         3        10         8         8         7         5         7         1        10         4        10         1         7         9
Vardas439               Pavarde439                 4         9        10         7         3         4         9         3        10         8         9         2         6         1         1         3
Vardas440               Pavarde440                 6        10         5        10         9         3         3         6        10         8         2         7         8         1         7        10
Vardas441               Pavarde441                 10         2         8         6        10         2         2         2         1         2         9         6         4         5         9         7
Vardas442               Pavarde442                 6         3         1         1         4         4         6         5         5         9         5         9         5         6        10         7
Vardas443               Pavarde443                 3         8        10         9         7        10         6         7         9         9         9         7         8         1         8         5
Vardas444               Pavarde444                 3         5         7         7         2        10         2         2         9         3         9         5         9         4         1         7
Vardas445               Pavarde445                 10         7         1         3         2         6         3         1         7         8         6         8         6         7         2         5
Vardas446               Pavarde446                 8         4         7         2         9         6         7         3         6         5         1         2         2         5         3         8
Vardas447               Pavarde447                 4         5         5         4         4         1         8         8         2         1         1        10         3         1         6         5
Vardas448               Pavarde448                 6         6        10         6         7         6         1         2        10         1         9         2         7         8         7         4
Vardas449               Pavarde449                 5         5         9        10         9         5         7         7         8         6         7         1         1        10         4         8
Vardas450               Pavarde450                 5         2         7         8         1        10         4         9         5         9        10         3        10         9         3         2
Vardas451               Pavarde451                 6         9         5         1         3        10         5         9         7         5         5         8         6         3        10         7
Vardas452               Pavarde452                 6        10         9         2         1         4         3         8         5         9         2         5         3         2        10         1
Vardas453               Pavarde453                 5         3         2         6         4         6         1        10         6         7         6         6         6        10         2         1
Vardas454               Pavarde454                 3         2         3         2         3         9         1         1         3         2         4        10        10         4         8         8
Vardas455               Pavarde455                 10         3        10        10        10         6        10         7         6         6        10         6         9         5         7        10
Vardas456               Pavarde456                 4         5         9         1         7        10         9         6         4         9         5         8         7         1         5         2
Vardas457               Pavarde457                 1         2         4         3         7         7         3         7         9        10         2         6         5         5         7         4
Vardas458               Pavarde458                 7         1         1         8         9         4         7         7         2         2         7         5         6        10         8         7
Vardas459               Pavarde459                 10         8         1        10         3         7         7         6         4         2         3         8         6         2         6         4
Vardas460               Pavarde460                 2        10        10         9         8         2         2        10        10         3         1         1         7         9        10         5
Vardas461               Pavarde461                 9         3         6         6         2         4         3         6         3         5         8         5         6         2         2         5
Vardas462               Pavarde462                 1         3         4         8         1         2         5         8        10         4         7         4         9         4         1         7
Vardas463               Pavarde463                 2         5         6         1         4         4         1         8         6         9         2        10        10         1         8         2
Vardas464               Pavarde464                 5         2         4         2         4         4         9         8         8         8         8         1         2         6         9        10
Vardas465               Pavarde465                 8        10         3         6         4         4         2         3         9        10         2         5         4         2         4         3
Vardas466               Pavarde466                 2         6         7         8         6         1         3         1         4         7        10         9        10         9         1         1
Vardas467               Pavarde467                 1         7         8         5        10         6         1         6         6         8         7         9         5         2         4         3
Vardas468               Pavarde468                 3         9        10         7         7         2         7         9         4         5         4         3         5         6         9        10
Vardas469               Pavarde469                 4         7         5         5         4         6         7        10         7         7         4         9         4         7         2         7
Vardas470               Pavarde470                 1         1         2         2         5         9         2         6        10         5         3         9         3         1         4         1
Vardas471               Pavarde471                 8         3         6         9         6        10         3         9         6         1         5         9         1         5         1         9
