Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas490               Pavarde490                 1         2         2         2         4         4         4         5         5         6         7         8         9         9        10         8         
Vardas492               Pavarde492                 1         1         1         1         2         3         6         6         7         7         8         9         9        10        10         5         
Vardas493               Pavarde493                 1         2         2         2         2         4         4         5         7         7         7         8         8        10        10        10         
Vardas494               Pavarde494                 1         1         3         3         4         4         5         5         6         8         8         8        10        10        10         8         
Vardas495               Pavarde495                 2         4         5         5         5         5         5         6         8         8         9         9         9        10        10         7         
Vardas498               Pavarde498                 1         2         4         6         6         6         6         7         7         8         8         8         9        10        10         9         
Vardas501               Pavarde501                 1         2         3         3         3         4         4         4         6         7         7         8        10        10        10         7         
Vardas502               Pavarde502                 2         2         3         3         3         3         4         4         4         6         7         8         8         8        10         6         
Vardas503               Pavarde503                 3         3         3         5         5         5         5         5         6         7         7         8         8         8         9         8         
Vardas504               Pavarde504                 1         2         2         3         4         4         4         4         4         5         5         5         7         7         8         7         
Vardas506               Pavarde506                 1         1         2         2         2         5         5         5         6         9         9         9        10        10        10        10         
Vardas507               Pavarde507                 1         3         3         6         7         7         7         8         8         9         9         9         9        10        10         7         
Vardas508               Pavarde508                 1         1         3         3         3         3         4         4         6         7         7         8         8         9         9         6         
Vardas509               Pavarde509                 1         2         4         4         5         5         5         6         7         8         9         9         9         9        10         6         
Vardas511               Pavarde511                 1         2         4         5         6         6         7         8         8         8         8         9         9        10        10        10         
Vardas513               Pavarde513                 1         1         3         3         3         3         6         6         6         7         7         9         9         9        10         7         
Vardas515               Pavarde515                 1         2         2         3         5         5         6         6         6         6         6         8         9        10        10         7         
Vardas518               Pavarde518                 1         1         2         4         4         4         5         6         6         6         7         8         8         8         9         7         
Vardas519               Pavarde519                 1         2         2         3         3         4         4         5         5         5         5         8         9         9        10         8         
Vardas520               Pavarde520                 1         1         1         2         3         4         5         7         7         8         8         8         8         9        10         9         
Vardas522               Pavarde522                 1         1         1         2         3         3         4         5         5         5         6         8         8         9        10        10         
Vardas523               Pavarde523                 2         2         2         3         3         4         5         6         6         7         9         9         9        10        10         9         
Vardas525               Pavarde525                 1         1         3         4         4         6         6         6         6         7         7         9         9         9        10         6         
Vardas526               Pavarde526                 1         2         2         2         3         5         5         5         5         6         7        10        10        10        10         7         
Vardas529               Pavarde529                 1         1         2         3         3         4         4         4         5         5         6         9         9         9         9        10         
Vardas530               Pavarde530                 1         1         1         2         2         3         5         5         7         7         8         9         9        10        10        10         
Vardas531               Pavarde531                 2         2         3         5         5         5         5         6         6         6         8         8         9        10        10         7         
Vardas532               Pavarde532                 1         1         2         2         2         4         4         5         5         6         7         8         8         9         9        10         
Vardas534               Pavarde534                 2         2         3         4         4         4         5         5         8         8         9         9         9        10        10         9         
Vardas535               Pavarde535                 1         2         2         3         4         4         5         6         6         6         6         7         8         9         9         9         
Vardas536               Pavarde536                 1         2         3         4         4         5         5         6         7         8         8         9         9        10        10         7         
Vardas540               Pavarde540                 1         2         3         3         5         5         6         6         6         7         7         8        10        10        10         8         
Vardas541               Pavarde541                 1         1         2         2         3         3         4         4         6         6         6         7         8         9        10         8         
Vardas542               Pavarde542                 1         1         2         4         5         6         6         7         8         8         9         9         9        10        10         8         
Vardas543               Pavarde543                 1         1         1         2         4         5         6         6         6         7         7         7         8        10        10         5         
Vardas545               Pavarde545                 1         1         3         5         6         6         6         6         7         9        10        10        10        10        10         7         
Vardas546               Pavarde546                 2         3         3         4         4         5         5         5         5         7         8         8         9        10        10         8         
Vardas548               Pavarde548                 1         1         2         2         4         6         6         7         8         8         8         8         9         9        10         5         
Vardas549               Pavarde549                 1         2         4         5         5         7         8         8         8         9         9         9         9        10        10         9         
Vardas551               Pavarde551                 3         4         4         4         4         5         7         8         8         9         9         9        10        10        10         6         
Vardas555               Pavarde555                 1         1         3         4         5         5         5         7         7         8         8         8         8        10        10         6         
Vardas556               Pavarde556                 1         1         1         2         3         6         6         6         6         6         6         8         8         9        10         8         
Vardas557               Pavarde557                 1         1         1         2         3         4         5         5         6         6         7         7         8         8        10         6         
Vardas559               Pavarde559                 1         2         4         4         4         4         4         5         6         6         7         8         8         8         9         9         
Vardas561               Pavarde561                 1         1         2         2         2         4         5         5         5         8         8         8         9        10        10         6         
Vardas562               Pavarde562                 1         2         3         3         4         4         5         7         8         8         9        10        10        10        10         5         
Vardas563               Pavarde563                 1         1         1         3         3         4         4         5         6         7         7         7         8         8         9        10         
Vardas564               Pavarde564                 1         1         2         3         3         4         5         6         6         8         9         9        10        10        10         5         
Vardas566               Pavarde566                 1         2         2         3         5         5         6         6         6         7         7         8        10        10        10         9         
Vardas570               Pavarde570                 1         1         2         2         3         5         6         6         6         7         8         9         9        10        10         7         
Vardas571               Pavarde571                 4         4         5         5         5         5         6         6         7         7         7         8         9         9        10         7         
Vardas573               Pavarde573                 1         2         3         4         4         4         4         5         5         6         8         8         9         9         9         8         
Vardas574               Pavarde574                 1         2         3         3         4         4         5         5         6         7         7         8         8         9        10         5         
Vardas575               Pavarde575                 2         2         2         2         3         5         5         5         7         7         7         9        10        10        10         6         
Vardas579               Pavarde579                 1         2         4         5         6         6         7         7         9         9         9        10        10        10        10         4         
Vardas580               Pavarde580                 2         3         4         4         5         5         6         6         7         8         9         9         9        10        10         6         
Vardas581               Pavarde581                 1         2         2         4         5         5         7         7         8         8         9        10        10        10        10         8         
Vardas584               Pavarde584                 1         3         3         3         4         4         5         7         7         8         8         8         8         9         9         5         
Vardas585               Pavarde585                 1         1         2         2         2         2         3         6         6         6         7         7         7         8         8         9         
Vardas587               Pavarde587                 1         1         3         3         3         4         5         5         5         7         7         8         9        10        10         9         
Vardas589               Pavarde589                 1         1         1         4         4         5         7         8         8         8         8         8         9         9        10         8         
Vardas590               Pavarde590                 1         4         5         7         7         8         8         8         8         9         9         9         9        10        10         4         
Vardas591               Pavarde591                 1         1         1         2         2         3         3         3         3         6         7         8         8        10        10         9         
Vardas595               Pavarde595                 1         1         1         2         2         6         6         6         7         7         9         9         9         9        10         9         
Vardas597               Pavarde597                 1         2         2         3         3         4         4         4         5         7         8         8         8         8        10         8         
Vardas598               Pavarde598                 1         1         1         2         4         5         5         5         6         7         8         8         8         9         9        10         
Vardas600               Pavarde600                 1         2         2         3         4         4         4         4         5         6         6         6         6         9        10         6         
Vardas601               Pavarde601                 2         4         5         5         6         7         7         7         8         9        10        10        10        10        10         6         
Vardas602               Pavarde602                 1         2         3         3         4         6         6         6         6         7         8         9         9         9        10         8         
Vardas604               Pavarde604                 1         1         2         2         2         2         3         4         4         4         5         7         7         9         9         9         
Vardas608               Pavarde608                 1         2         3         3         3         3         3         4         5         5         6         8         8         9        10         9         
Vardas610               Pavarde610                 1         1         2         3         3         4         4         5         6         6         6         8         8        10        10         8         
Vardas614               Pavarde614                 3         3         3         4         4         5         6         6         7         7         8         9         9        10        10         7         
Vardas615               Pavarde615                 1         1         2         3         3         4         5         5         6         7         7         9         9        10        10         6         
Vardas616               Pavarde616                 1         1         1         2         2         5         7         7         8         8         9         9         9         9        10         6         
Vardas618               Pavarde618                 1         1         2         2         3         4         4         5         6         8         8         8         9        10        10         6         
Vardas619               Pavarde619                 1         1         3         3         4         5         6         8         8         8         9         9         9        10        10         8         
Vardas620               Pavarde620                 1         1         4         4         6         6         7         8         9         9         9         9        10        10        10         6         
Vardas623               Pavarde623                 1         1         2         4         6         6         6         6         6         6         8         9         9         9        10         8         
Vardas625               Pavarde625                 1         2         2         3         3         4         4         4         4         5         6         8        10        10        10         6         
Vardas627               Pavarde627                 1         1         1         2         3         4         4         4         5         7         8         8         9        10        10         7         
Vardas629               Pavarde629                 1         1         1         2         2         3         4         5         5         5         7         7         7         9         9        10         
Vardas631               Pavarde631                 1         3         3         4         4         4         5         6         7         8         8         9         9         9        10         5         
Vardas632               Pavarde632                 1         1         2         2         3         3         5         6         6         8         9         9         9        10        10         8         
Vardas634               Pavarde634                 1         1         2         2         3         4         5         6         6         8         8         9         9         9         9         5         
Vardas635               Pavarde635                 1         3         3         4         4         4         5         6         6         6         6         7         8         8        10         6         
Vardas637               Pavarde637                 1         2         2         3         5         5         6         6         7         7         7         8         9         9         9        10         
Vardas639               Pavarde639                 1         1         2         2         2         2         3         6         6         6         7         8         9        10        10         6         
Vardas640               Pavarde640                 1         2         3         4         5         5         6         6         7         7         7         8         8         9         9         9         
Vardas642               Pavarde642                 1         1         1         1         2         2         3         3         3         5         7         8         8         9        10         8         
Vardas643               Pavarde643                 1         2         3         3         4         4         5         5         5         5         6         7         8         9        10        10         
Vardas644               Pavarde644                 1         2         2         2         3         3         4         4         4         6         6         7         7         7         9         6         
Vardas646               Pavarde646                 1         2         2         3         4         4         5         5         6         6         9         9         9        10        10         6         
Vardas647               Pavarde647                 1         2         2         2         3         3         4         5         5         5         6         7         7        10        10         7         
Vardas648               Pavarde648                 1         1         1         1         2         3         3         5         6         7         7         8         9         9        10        10         
Vardas650               Pavarde650                 1         1         2         2         2         2         2         4         4         5         6         7         9        10        10         9         
Vardas651               Pavarde651                 2         3         3         3         3         4         5         6         6         7         7         8         9         9        10         9         
Vardas652               Pavarde652                 1         3         4         4         4         5         5         6         6         7         7         8         9         9        10        10         
Vardas654               Pavarde654                 1         1         2         2         2         3         5         5         6         7         7         8         8        10        10         7         
Vardas655               Pavarde655                 1         1         1         2         3         3         4         4         4         5         5         5         6         7         9         7         
Vardas656               Pavarde656                 1         4         4         5         6         6         6         7         7         8         9        10        10        10        10        10         
Vardas658               Pavarde658                 1         2         3         4         5         5         6         7         7         8         8         9         9        10        10         7         
Vardas659               Pavarde659                 1         1         2         2         2         3         3         4         5         5         6         7         7         7         8        10         
Vardas660               Pavarde660                 1         1         1         2         2         3         4         6         6         8         8         8         9         9         9        10         
Vardas661               Pavarde661                 1         1         2         2         3         5         5         6         7         7         7         8        10        10        10         6         
Vardas663               Pavarde663                 4         5         5         5         6         6         7         7         8         9         9         9         9        10        10        10         
Vardas664               Pavarde664                 2         2         3         3         3         4         4         4         5         6         6         7         8         9         9         8         
Vardas665               Pavarde665                 1         2         5         5         5         5         5         6         6         6         7         7         8         8        10         9         
Vardas666               Pavarde666                 1         2         2         2         4         4         5         5         5         6         8         9         9        10        10         7         
Vardas667               Pavarde667                 1         1         1         1         2         3         4         5         6         7         8         8         8        10        10         9         
Vardas668               Pavarde668                 1         1         1         1         1         2         3         3         4         5         5         5         6         9        10         6         
Vardas670               Pavarde670                 2         3         3         4         5         5         6         6         7         8         8         8         8         9        10         7         
Vardas671               Pavarde671                 1         2         3         3         4         4         4         5         5         5         6        10        10        10        10         6         
Vardas672               Pavarde672                 1         1         3         4         5         5         6         6         8         8         9         9         9        10        10         6         
Vardas674               Pavarde674                 1         1         1         2         2         3         3         3         4         4         6         7         8         8         9         7         
Vardas677               Pavarde677                 2         2         3         3         4         4         5         5         6         7         7         8         9        10        10         8         
Vardas678               Pavarde678                 1         2         2         3         3         5         6         7         7         8         8         9         9        10        10         9         
Vardas679               Pavarde679                 2         3         3         4         4         4         5         5         5         6         6         6         6         9        10         8         
Vardas680               Pavarde680                 1         1         2         2         2         3         3         4         5         5         5         7         9         9         9         6         
Vardas681               Pavarde681                 1         1         1         3         3         4         5         5         5         7         7         7         8         8         9         8         
Vardas683               Pavarde683                 1         1         1         3         3         3         3         4         6         6         6         8         9         9        10         7         
Vardas684               Pavarde684                 1         1         2         2         3         3         4         5         6         6         7         7         7         8         9         9         
Vardas686               Pavarde686                 2         2         3         4         5         6         7         7         7         7         8         8         9         9        10         8         
Vardas687               Pavarde687                 1         1         2         2         3         3         4         4         7         8         9         9        10        10        10         8         
Vardas692               Pavarde692                 1         1         2         2         2         4         5         5         6         6         6         7         9        10        10        10         
Vardas693               Pavarde693                 2         4         4         4         4         5         6         7         7         7         8         8         9         9         9         6         
Vardas694               Pavarde694                 1         1         2         4         4         4         4         5         5         6         6         7         7         9        10        10         
Vardas695               Pavarde695                 1         2         2         3         3         3         4         6         6         7         8         9         9        10        10         9         
Vardas697               Pavarde697                 1         1         2         2         3         4         4         6         6         6         6         6         7         8        10         5         
Vardas698               Pavarde698                 1         1         1         3         3         3         5         5         6         6         7         8         9         9         9         6         
Vardas700               Pavarde700                 1         2         2         2         3         3         3         4         6         7         7         8         9        10        10         6         
Vardas702               Pavarde702                 2         3         3         3         4         5         5         7         7         8         8         9         9        10        10         9         
Vardas704               Pavarde704                 1         1         3         3         4         6         7         7         8         8         9        10        10        10        10         6         
Vardas707               Pavarde707                 1         3         4         4         4         5         6         7         7         7         8         8         8         9        10         7         
Vardas708               Pavarde708                 1         3         4         6         6         7         7         7         7         8         8         9         9        10        10         9         
Vardas709               Pavarde709                 1         1         2         3         4         5         6         7         7         8         9        10        10        10        10         6         
Vardas710               Pavarde710                 1         2         4         4         5         5         6         7         8         8         9         9         9        10        10         8         
Vardas711               Pavarde711                 2         2         3         4         4         4         7         8         9         9         9        10        10        10        10         8         
Vardas712               Pavarde712                 1         1         1         2         4         4         5         5         6         7         7         7         9         9         9         5         
Vardas713               Pavarde713                 1         1         2         3         4         4         4         4         6         6         8         8        10        10        10        10         
Vardas714               Pavarde714                 1         3         3         3         4         4         5         5         5         7         7         7         7         8        10         8         
Vardas715               Pavarde715                 1         1         2         3         3         3         4         4         6         7         7         8         9        10        10        10         
Vardas716               Pavarde716                 2         2         3         3         4         5         5         6         6         6         7         7         8         9        10         9         
Vardas717               Pavarde717                 1         2         2         2         3         3         5         7         8         8        10        10        10        10        10         5         
Vardas718               Pavarde718                 1         2         3         3         5         5         5         6         7         9         9         9        10        10        10         7         
Vardas719               Pavarde719                 1         1         1         3         4         4         5         6         6         6         7         8         9        10        10         9         
Vardas720               Pavarde720                 1         2         2         2         3         4         4         4         4         5         6         7         8         9         9        10         
Vardas721               Pavarde721                 1         2         2         2         2         3         4         4         5         7         8         9         9         9        10         5         
Vardas723               Pavarde723                 1         2         3         4         5         5         5         5         6         6         7         8         8         9        10        10         
Vardas726               Pavarde726                 1         2         2         3         3         4         4         5         5         6         7         7         8         8        10         7         
Vardas727               Pavarde727                 1         2         3         3         3         4         4         4         6         6         7         8         9         9        10        10         
Vardas728               Pavarde728                 1         1         1         2         2         2         3         4         6         6         6         7         8         8        10         7         
Vardas729               Pavarde729                 1         1         2         3         4         5         5         7         7         7         8         9        10        10        10         5         
Vardas730               Pavarde730                 1         2         3         4         4         4         7         7         8         9         9         9         9         9        10         9         
Vardas731               Pavarde731                 1         2         2         2         2         5         5         6         6         8         8         8         9        10        10         5         
Vardas732               Pavarde732                 1         2         3         3         3         4         4         4         4         5         6         7         9        10        10         8         
Vardas734               Pavarde734                 3         3         4         4         5         6         6         7         8         8         8         8         9        10        10         6         
Vardas735               Pavarde735                 2         4         5         6         6         7         8         8         8         8         9         9         9         9        10        10         
Vardas737               Pavarde737                 1         1         3         3         3         4         5         5         6         6         8         8         9         9        10         6         
Vardas741               Pavarde741                 1         1         1         2         2         3         3         4         4         6         7         8        10        10        10         5         
Vardas742               Pavarde742                 1         2         2         3         3         5         5         6         6         7         7         8        10        10        10         8         
Vardas743               Pavarde743                 1         2         3         3         7         7         7         8         8         8         8         9         9        10        10         5         
Vardas744               Pavarde744                 1         2         3         3         3         3         4         4         6         6         8         8         8         8         9         7         
Vardas745               Pavarde745                 1         2         2         3         3         4         4         4         6         7         7         8         8         8        10         8         
Vardas747               Pavarde747                 1         2         2         3         3         3         3         4         4         4         6         7         9        10        10         5         
Vardas748               Pavarde748                 1         3         3         3         4         4         4         4         7         8         8         9         9        10        10         7         
Vardas753               Pavarde753                 3         3         5         5         5         6         8         8         8         9         9         9        10        10        10         5         
Vardas754               Pavarde754                 1         1         3         5         5         5         5         6         7         7         8         8         8         9         9         7         
Vardas755               Pavarde755                 1         1         1         2         3         6         7         7         7         7         8         8         9        10        10         5         
Vardas756               Pavarde756                 1         1         1         2         3         3         3         3         4         8         8         8         9         9        10         6         
Vardas757               Pavarde757                 1         1         1         2         2         4         4         5         5         6         6         7         7         9        10         7         
Vardas758               Pavarde758                 1         2         2         2         3         3         4         5         5         6         6         7         8         9        10         6         
Vardas759               Pavarde759                 1         1         1         1         3         4         6         6         7         8         8         8         9        10        10         7         
Vardas760               Pavarde760                 2         2         3         4         4         6         6         6         6         6         7         8         9        10        10         9         
Vardas761               Pavarde761                 3         4         5         5         6         6         6         6         7         7         7         9         9         9        10         5         
Vardas762               Pavarde762                 1         2         3         3         4         4         4         4         4         5         5         7         7         9        10         8         
Vardas763               Pavarde763                 1         3         3         3         3         3         4         4         5         5         6         6         6         6         7         7         
Vardas765               Pavarde765                 1         1         3         3         4         4         5         7         7         7         7         8         9        10        10         7         
Vardas767               Pavarde767                 3         4         4         4         5         5         6         6         8         8         8         8        10        10        10         7         
Vardas769               Pavarde769                 1         3         4         6         6         6         7         7         8         8         9         9        10        10        10         4         
Vardas771               Pavarde771                 3         3         4         5         6         6         6         6         6         7         9         9         9        10        10         9         
Vardas772               Pavarde772                 1         1         1         2         3         4         6         6         7         7         7         8         9         9        10         8         
Vardas774               Pavarde774                 1         2         2         2         4         4         5         5         5         5         8         8         9        10        10         5         
Vardas778               Pavarde778                 2         3         4         4         4         5         5         7         8         8         9         9        10        10        10        10         
Vardas779               Pavarde779                 1         1         3         3         3         4         4         5         5         6         7         8         9        10        10         6         
Vardas781               Pavarde781                 1         1         1         1         2         2         3         5         5         5         6         7         9         9         9         9         
Vardas784               Pavarde784                 1         1         1         2         2         2         3         4         4         4         6         7         8         8        10         9         
Vardas787               Pavarde787                 2         2         2         2         2         2         3         3         4         4         6         6         7         7         7         8         
Vardas791               Pavarde791                 1         1         4         4         4         4         5         5         5         6         6         7         7        10        10         5         
Vardas792               Pavarde792                 1         1         4         4         4         4         5         5         6         7         8         8         8         8        10         7         
Vardas793               Pavarde793                 1         2         3         3         3         4         4         5         5         5         6         6         8         9        10         7         
Vardas795               Pavarde795                 1         2         2         2         3         4         5         5         5         5         6         6         7         9         9        10         
Vardas799               Pavarde799                 1         1         2         2         2         3         3         4         4         7         8         9         9        10        10        10         
Vardas801               Pavarde801                 1         1         1         3         3         5         6         6         6         7         7         8         9         9        10         9         
Vardas803               Pavarde803                 1         2         2         3         3         4         5         5         6         7         8         8         9        10        10         8         
Vardas806               Pavarde806                 1         1         2         3         3         3         4         5         5         5         7         8         9         9        10         6         
Vardas808               Pavarde808                 2         2         3         4         4         5         5         6         6         6         7         8        10        10        10         6         
Vardas810               Pavarde810                 1         1         3         5         5         5         5         6         7         8         8         8         9         9        10         5         
Vardas812               Pavarde812                 1         2         3         6         7         7         7         9         9         9         9        10        10        10        10        10         
Vardas814               Pavarde814                 1         2         3         4         4         5         5         6         6         6         8         8         8        10        10         5         
Vardas815               Pavarde815                 2         2         2         2         4         4         5         6         7         8         8         8         9        10        10         9         
Vardas819               Pavarde819                 1         1         2         3         3         4         4         4         4         4         6         6         8         9         9         8         
Vardas820               Pavarde820                 1         1         3         4         5         5         7         7         8         8         8         8         8        10        10         7         
Vardas821               Pavarde821                 2         2         4         4         4         5         5         6         7         8         9         9        10        10        10         5         
Vardas822               Pavarde822                 1         1         2         2         3         4         4         5         5         6         7         8         9        10        10         9         
Vardas823               Pavarde823                 1         2         2         2         3         3         4         4         4         5         6         6         7         8        10         8         
Vardas825               Pavarde825                 1         1         4         4         4         6         7         7         7         8         8         9        10        10        10        10         
Vardas828               Pavarde828                 3         4         5         6         6         7         7         8         8         9         9         9        10        10        10         7         
Vardas831               Pavarde831                 1         1         2         2         3         3         4         4         6         6         6         7         8         9        10         8         
Vardas832               Pavarde832                 1         1         1         1         2         2         4         4         5         6         6         7         7         9        10         9         
Vardas834               Pavarde834                 2         2         3         4         4         4         4         5         6         7         7         7         9         9        10         5         
Vardas838               Pavarde838                 1         1         2         2         2         2         2         3         5         5         7         8         8        10        10         8         
Vardas839               Pavarde839                 1         1         2         2         2         4         4         5         6         6         6         7         8         8         9         8         
Vardas845               Pavarde845                 1         2         2         2         3         4         5         6         8         9         9        10        10        10        10         6         
Vardas846               Pavarde846                 3         3         4         4         5         6         6         6         6         8         8         8         8         9         9         9         
Vardas848               Pavarde848                 2         3         3         4         4         4         4         6         7         7         7         8         8         8         9         9         
Vardas849               Pavarde849                 1         1         2         3         5         5         6         7         8         8         9        10        10        10        10        10         
Vardas850               Pavarde850                 1         1         1         1         2         3         4         4         6         6         6         7         8        10        10         5         
Vardas851               Pavarde851                 1         2         3         3         4         6         6         6         7         7         8         8         9        10        10         5         
Vardas856               Pavarde856                 1         3         4         4         4         6         7         7         7         7         8         9         9        10        10         6         
Vardas857               Pavarde857                 3         3         3         4         4         5         7         8         8         8         9         9        10        10        10         6         
Vardas858               Pavarde858                 2         3         4         5         5         6         6         7         7         8         9         9        10        10        10        10         
Vardas860               Pavarde860                 2         2         2         2         2         3         4         4         4         4         5         8         9        10        10         5         
Vardas862               Pavarde862                 2         2         3         4         5         5         6         6         7         8         8         8         9        10        10         7         
Vardas864               Pavarde864                 1         1         1         2         4         4         5         5         7         7         8         8         9        10        10         6         
Vardas865               Pavarde865                 1         1         2         4         4         4         4         5         5         5         7         9         9         9        10         5         
Vardas868               Pavarde868                 1         1         2         2         3         3         3         4         4         4         5         6         6         6         7         7         
Vardas869               Pavarde869                 1         1         2         3         4         4         4         5         5         5         6         8         9        10        10         9         
Vardas870               Pavarde870                 1         1         4         5         6         6         6         6         7         8         8         8         8         9         9         9         
Vardas871               Pavarde871                 2         2         3         3         3         3         3         4         4         5         6         6         8        10        10        10         
Vardas872               Pavarde872                 1         1         1         1         1         3         4         5         7         7         8         8         9         9        10         6         
Vardas873               Pavarde873                 1         1         1         3         5         6         7         7         7         8         9         9        10        10        10         7         
Vardas874               Pavarde874                 1         1         1         1         1         2         5         5         6         7         9         9        10        10        10        10         
Vardas875               Pavarde875                 1         1         2         2         3         3         4         5         5         5         5         6         6         7         7         8         
Vardas876               Pavarde876                 1         2         4         5         5         8         8         8         9         9         9        10        10        10        10         7         
Vardas879               Pavarde879                 1         1         2         2         2         2         3         4         4         5         5         6         8         9         9         9         
Vardas880               Pavarde880                 1         2         3         3         4         6         6         6         6         7         7         7         8        10        10        10         
Vardas881               Pavarde881                 1         1         1         3         4         4         5         6         8         8         8         8         9         9        10         6         
Vardas882               Pavarde882                 1         2         2         2         4         4         5         6         7         7         7         8         9        10        10        10         
Vardas883               Pavarde883                 1         1         1         2         2         3         4         6         6         6         8         8         8         9        10         8         
Vardas884               Pavarde884                 1         2         2         3         4         4         6         6         6         7         7         8         9         9        10        10         
Vardas886               Pavarde886                 1         2         3         3         4         4         5         6         6         6         7         7         8         8         8         8         
Vardas888               Pavarde888                 1         2         2         2         4         4         4         4         5         5         5         6         8         9        10         8         
Vardas890               Pavarde890                 1         2         3         3         4         5         6         7         7         7         8         8         9         9        10        10         
Vardas892               Pavarde892                 2         2         2         3         4         5         5         5         5         6         8         8         8         9        10         6         
Vardas893               Pavarde893                 1         2         2         3         4         5         6         7         8         8         8         9        10        10        10        10         
Vardas897               Pavarde897                 1         1         2         3         5         5         6         6         6         7         7         7         7         7         8         9         
Vardas898               Pavarde898                 1         2         2         2         2         3         3         6         7         8         8         9         9         9        10         6         
Vardas900               Pavarde900                 1         2         2         3         3         3         4         5         5         6         7         8         9         9        10         9         
Vardas901               Pavarde901                 1         1         2         2         3         4         4         5         7         8         8         8         9        10        10        10         
Vardas903               Pavarde903                 1         2         2         4         4         5         5         5         5         7         7         8         8         9        10         9         
Vardas904               Pavarde904                 1         2         2         2         3         3         4         5         5         9         9        10        10        10        10        10         
Vardas905               Pavarde905                 1         2         2         4         5         5         6         7         7         7         9         9        10        10        10         7         
Vardas906               Pavarde906                 1         1         1         2         3         3         6         7         7         7         7         7         7         8        10         7         
Vardas907               Pavarde907                 2         2         3         4         5         5         6         6         6         7         7         7         8         8         9         7         
Vardas908               Pavarde908                 2         3         4         4         5         5         6         6         6         6         6         8         8         9         9         9         
Vardas911               Pavarde911                 1         2         4         5         6         6         6         6         7         8         9         9         9         9        10         6         
Vardas912               Pavarde912                 1         2         2         3         3         3         4         4         4         6         6         7         7         8        10         8         
Vardas914               Pavarde914                 1         1         2         3         3         4         4         4         5         7         7         7         9        10        10         8         
Vardas915               Pavarde915                 1         1         1         2         2         3         4         5         5         6         6         6         6         9        10         9         
Vardas916               Pavarde916                 1         1         1         3         3         4         4         5         6         6         6         7         7         8         8        10         
Vardas920               Pavarde920                 2         3         3         3         4         4         5         6         6         8         8         8         8         9         9         5         
Vardas921               Pavarde921                 1         2         2         3         5         5         6         8         8         8         9        10        10        10        10        10         
Vardas922               Pavarde922                 1         1         1         2         2         3         4         6         7         8         9        10        10        10        10         7         
Vardas923               Pavarde923                 2         3         3         4         5         5         5         6         8         8         8         9         9        10        10         5         
Vardas924               Pavarde924                 1         2         3         3         4         5         6         7         7         8         8         8         8        10        10        10         
Vardas925               Pavarde925                 1         1         5         5         6         6         7         7         7         7         8         8         9        10        10         4         
Vardas926               Pavarde926                 1         1         2         2         3         3         3         5         6         8         8         8         9        10        10         8         
Vardas927               Pavarde927                 1         1         3         4         4         5         5         6         6         7         7         8         8         9        10         7         
Vardas928               Pavarde928                 1         1         3         3         5         6         7         8         8         8         9         9        10        10        10         4         
Vardas929               Pavarde929                 2         2         3         4         5         6         6         6         7         7         8         9         9        10        10         9         
Vardas931               Pavarde931                 1         1         1         3         3         4         4         4         5         6         7         8         8         9         9         9         
Vardas932               Pavarde932                 2         2         3         5         5         5         6         6         7         7         7         8         8         8         9         7         
Vardas933               Pavarde933                 1         2         3         4         4         6         6         7         8         8         9         9         9        10        10         8         
Vardas934               Pavarde934                 1         2         2         3         3         3         3         3         6         6         7         7         8         9        10         8         
Vardas935               Pavarde935                 3         3         3         4         4         5         6         6         6         7         8         8         9         9        10         6         
Vardas936               Pavarde936                 1         1         1         2         2         3         3         5         5         6         8         8        10        10        10         5         
Vardas937               Pavarde937                 1         4         5         5         6         7         7         7         8         8         8         9         9         9        10         5         
Vardas938               Pavarde938                 1         2         3         3         3         4         4         7         7         7         7         8         8         9         9         5         
Vardas939               Pavarde939                 1         1         3         3         4         5         5         5         7         7         8        10        10        10        10        10         
Vardas940               Pavarde940                 2         5         5         5         6         6         6         6         7         7         7         8         8         9        10         9         
Vardas942               Pavarde942                 1         1         2         3         3         5         6         6         6         6         7         8         9         9         9        10         
Vardas944               Pavarde944                 1         1         1         3         3         3         5         7         8         8         8         8         9        10        10        10         
Vardas945               Pavarde945                 2         2         5         6         7         8         8         8         8         8         9         9         9        10        10         6         
Vardas946               Pavarde946                 2         4         5         6         6         6         7         7         7         7         7         7         8         8        10         9         
Vardas947               Pavarde947                 1         1         2         2         2         3         3         3         5         6         6         8         8         9        10         6         
Vardas948               Pavarde948                 2         3         3         3         4         4         5         6         6         7         8         8         9        10        10        10         
Vardas949               Pavarde949                 1         1         2         3         4         5         6         6         6         8         8         8         8        10        10         8         
Vardas950               Pavarde950                 2         2         3         3         3         4         5         5         5         6         6         7         9        10        10         6         
Vardas951               Pavarde951                 1         2         3         4         4         4         5         5         7         7         8         8         8         9         9         8         
Vardas953               Pavarde953                 1         1         1         3         4         5         6         7         8         8         8         9        10        10        10        10         
Vardas954               Pavarde954                 1         1         1         1         2         2         3         6         6         7         7         8         9         9        10        10         
Vardas955               Pavarde955                 1         2         3         3         3         7         7         8         8         8         9         9         9        10        10         4         
Vardas956               Pavarde956                 2         2         3         4         4         6         6         6         8         9         9         9         9        10        10        10         
Vardas957               Pavarde957                 1         2         2         3         3         3         5         5         6         8         9         9        10        10        10         6         
Vardas958               Pavarde958                 1         1         1         2         2         3         4         6         6         7         7         7         8         9        10         7         
